1.0,0.0,0.48529412,0.50652174,0.36842105,0.47177419,0.48765432,0.54304636,0.4375,0.5,0.51339286,0.68421053,777.0,35.0,517.0,67.0,53.0,77.0,23.0,112.0,81.0,432.0
2.0,23.0,0.46875,0.50943396,0.50464807,0.47177419,0.48888889,0.65957447,0.51359517,0.54545455,0.49635036,0.50986501,516.0,62.0,22.0,15.0,80.0,420.0,234.0,517.0,360.0,25.0
1.0,23.0,0.43712575,0.44230769,0.42857143,0.47177419,0.45539906,0.39655172,0.55932203,0.49180328,0.44444444,0.50766871,85.0,5.0,245.0,29.0,101.0,84.0,9.0,238.0,236.0,98.0
1.0,22.0,0.47712418,0.49159664,0.46981132,0.47177419,0.49442379,0.57575758,0.50533808,0.41666667,0.4057971,0.45454545,14.0,113.0,518.0,29.0,117.0,17.0,25.0,84.0,21.0,99.0
1.0,22.0,0.49689441,0.4891945,0.41176471,0.47177419,0.4855643,0.50655022,0.49056604,0.1,0.5,0.46039604,102.0,62.0,103.0,18.0,21.0,429.0,141.0,517.0,81.0,117.0
2.0,1.0,0.4825046,0.46774194,0.5528169,0.48233216,0.47177419,0.52183908,0.66666667,0.51428571,0.47328244,0.49484536,887.0,141.0,84.0,22.0,99.0,420.0,76.0,3.0,51.0,53.0
1.0,1.0,0.50274223,0.38095238,0.40350877,0.47177419,0.47819315,0.51190476,0.52380952,0.35714286,0.4,0.51503759,420.0,11.0,91.0,15.0,89.0,31.0,245.0,517.0,895.0,22.0
1.0,0.0,0.38461538,0.62184874,0.55844156,0.47177419,0.44274809,0.4861461,0.375,0.44285714,0.37704918,0.48154093,24.0,131.0,55.0,29.0,350.0,876.0,20.0,8.0,145.0,235.0
1.0,0.0,0.5,0.59090909,0.48427673,0.47177419,0.44827586,0.50746269,0.42105263,1.0,0.50914634,0.47352941,777.0,19.0,112.0,18.0,21.0,54.0,234.0,157.0,51.0,350.0
2.0,1.0,0.45454545,0.4921875,0.51017442,0.47177419,0.47435897,0.5,0.41818182,0.49468085,0.43181818,0.51111111,133.0,141.0,7.0,15.0,101.0,154.0,60.0,777.0,21.0,32.0
1.0,0.0,0.52727273,0.4587156,0.25,0.47177419,0.47234043,0.44970414,0.50777676,0.49468085,0.52173913,0.48441674,875.0,141.0,517.0,18.0,32.0,48.0,78.0,268.0,81.0,99.0
1.0,23.0,0.33333333,0.51376147,0.54950495,0.47177419,0.46296296,0.38095238,0.6,0.5042735,0.6875,0.62162162,57.0,32.0,112.0,202.0,99.0,39.0,35.0,54.0,119.0,22.0
1.0,22.0,0.70588235,0.29411765,0.42372881,0.47177419,0.43859649,0.4375,0.53435115,0.47641509,0.4962963,0.48333333,86.0,76.0,1.0,18.0,432.0,106.0,876.0,45.0,21.0,12.0
1.0,22.0,0.66666667,0.52631579,0.45714286,0.47177419,0.49259259,0.49704142,0.51449275,0.41148325,0.47333333,0.45390071,17.0,64.0,84.0,15.0,25.0,75.0,131.0,7.0,360.0,412.0
2.0,23.0,0.53431373,0.43333333,0.51495449,0.47177419,0.49444444,0.4567474,0.49938348,0.55491329,0.51317829,0.49518304,113.0,11.0,112.0,15.0,37.0,777.0,131.0,516.0,18.0,157.0
2.0,22.0,0.375,0.47297297,0.49034749,0.47177419,0.42857143,0.53333333,0.45810056,0.51388889,0.41176471,0.46666667,875.0,245.0,777.0,15.0,161.0,117.0,36.0,157.0,236.0,54.0
1.0,22.0,0.48941799,0.5,0.42,0.47177419,0.50649351,0.50909091,0.46987952,0.50605327,0.43055556,0.48686869,79.0,106.0,7.0,18.0,40.0,876.0,33.0,166.0,67.0,101.0
2.0,23.0,0.50478011,0.46680498,0.5,0.47177419,0.48019802,0.55555556,0.48113208,0.50632911,0.51231527,0.48979592,102.0,163.0,236.0,18.0,76.0,887.0,203.0,50.0,81.0,99.0
1.0,23.0,0.50140845,0.44067797,0.45098039,0.47177419,0.33333333,0.52293578,0.45620438,0.49193548,0.48920863,0.328125,76.0,11.0,84.0,67.0,111.0,875.0,102.0,238.0,145.0,117.0
2.0,22.0,0.51219512,0.45070423,0.50307503,0.47177419,0.50110865,0.50857843,0.50331126,0.5297619,0.48858447,0.50947368,86.0,62.0,518.0,18.0,99.0,75.0,25.0,157.0,81.0,50.0
1.0,22.0,0.50704225,0.41891892,0.49078727,0.47177419,0.52282158,0.46474359,0.22857143,0.49333333,0.40697674,0.47368421,150.0,20.0,103.0,67.0,111.0,266.0,154.0,777.0,18.0,50.0
2.0,21.0,0.44626168,0.45695364,0.5,0.47177419,0.54081633,0.5,0.46245059,0.58064516,0.47787611,0.48700173,266.0,30.0,81.0,18.0,40.0,420.0,64.0,517.0,51.0,111.0
2.0,0.0,0.50645482,0.51578947,0.4556962,0.47177419,0.49270073,0.49725275,0.49002849,0.4962963,0.44827586,0.49347258,54.0,104.0,61.0,360.0,111.0,14.0,234.0,84.0,81.0,101.0
2.0,23.0,0.7,0.50362319,0.44339623,0.47177419,0.46728972,0.43859649,0.40909091,0.51,0.44525547,0.49489796,102.0,90.0,4.0,202.0,21.0,17.0,234.0,112.0,236.0,143.0
1.0,22.0,0.49484536,0.43478261,0.50057937,0.47177419,0.44859813,0.48309179,0.53097345,0.5049505,0.50793651,0.49375,58.0,78.0,42.0,18.0,517.0,150.0,131.0,777.0,81.0,43.0
1.0,1.0,0.51558753,0.52785924,0.50937951,0.47177419,0.41176471,0.48333333,0.56097561,0.50819672,0.4453125,0.27027027,54.0,141.0,41.0,202.0,25.0,75.0,245.0,777.0,81.0,101.0
2.0,0.0,0.52238806,0.51304348,0.64,0.47177419,0.48126801,0.4975923,0.50322581,0.5,0.49141455,0.75,67.0,102.0,99.0,21.0,497.0,17.0,245.0,42.0,22.0,111.0
1.0,23.0,0.52083333,0.45479452,0.5,0.47177419,0.47468354,0.46956522,0.38095238,0.49552239,0.41666667,0.51739788,91.0,106.0,50.0,18.0,235.0,777.0,32.0,236.0,45.0,43.0
1.0,23.0,0.49431818,0.42622951,0.37931034,0.47177419,0.4829932,0.47720365,0.43680297,0.51578947,0.5915493,0.55882353,876.0,48.0,777.0,67.0,89.0,266.0,200.0,517.0,145.0,221.0
2.0,22.0,0.47242206,0.46133333,0.49230769,0.47177419,0.45876289,0.54117647,0.48507463,0.47719298,0.45283019,0.54285714,150.0,200.0,55.0,202.0,16.0,114.0,141.0,711.0,115.0,54.0
2.0,0.0,0.48024316,0.47065868,0.46153846,0.47177419,0.5,0.46153846,0.50925926,0.41780822,0.49224806,0.40740741,777.0,3.0,7.0,360.0,53.0,98.0,20.0,517.0,235.0,350.0
2.0,23.0,0.48601399,0.48089172,0.48176583,0.47177419,0.375,0.49842932,0.49069003,0.46153846,0.50515464,0.46835443,67.0,28.0,20.0,18.0,43.0,83.0,32.0,711.0,202.0,99.0
2.0,2.0,0.34482759,0.51086957,0.4964539,0.47177419,0.48291721,0.46612466,0.4962406,0.44444444,0.50666667,0.47252747,58.0,163.0,39.0,235.0,223.0,104.0,102.0,777.0,236.0,45.0
1.0,2.0,0.50141643,0.70588235,0.39393939,0.47177419,0.44025157,0.50837989,0.47593583,0.45454545,0.47769029,0.7,150.0,56.0,112.0,202.0,40.0,517.0,141.0,83.0,67.0,267.0
2.0,1.0,0.51864407,0.53513514,0.49456067,0.47177419,0.49756098,0.51138716,0.52,0.41666667,0.49584488,0.48,50.0,141.0,58.0,18.0,555.0,86.0,887.0,157.0,81.0,34.0
2.0,23.0,0.41216216,0.48167539,0.7027027,0.47177419,0.51509769,0.69230769,0.52192982,0.5099395,0.48684211,0.51121795,41.0,33.0,777.0,29.0,101.0,98.0,56.0,31.0,50.0,235.0
2.0,22.0,0.3,0.45070423,0.50769231,0.47177419,0.49847095,0.42206235,0.46153846,0.4953271,0.51010101,0.33333333,122.0,876.0,7.0,18.0,412.0,63.0,141.0,112.0,202.0,80.0
1.0,1.0,0.55807365,0.52366864,0.56097561,0.47177419,0.45212766,0.58333333,0.36,0.4765625,0.51187335,0.48484848,516.0,141.0,8.0,67.0,21.0,17.0,412.0,777.0,235.0,63.0
2.0,1.0,0.52964427,0.54022989,0.48864592,0.47177419,0.48275862,0.48541667,0.52941176,0.48489933,0.51219512,0.48785425,67.0,876.0,105.0,18.0,99.0,150.0,141.0,142.0,22.0,117.0
1.0,2.0,0.51851852,0.49479167,0.49668874,0.47177419,0.53061224,0.43181818,0.52207792,0.49032258,0.54414414,0.6,22.0,11.0,45.0,18.0,235.0,82.0,64.0,84.0,81.0,35.0
2.0,1.0,0.5,0.49565217,0.48125,0.47177419,0.47058824,0.46963563,0.45299145,0.52818372,0.43589744,0.45192308,164.0,35.0,112.0,18.0,432.0,777.0,76.0,268.0,81.0,99.0
2.0,0.0,0.59649123,0.47058824,0.49578059,0.47177419,0.47004608,0.46875,0.53030303,0.6,0.38983051,0.45519713,420.0,28.0,39.0,18.0,53.0,875.0,141.0,142.0,236.0,25.0
2.0,23.0,0.50473186,0.57407407,0.47177419,0.47676162,0.48843188,0.3902439,0.50915751,0.56818182,0.49574468,0.51507208,45.0,64.0,103.0,202.0,147.0,17.0,131.0,99.0,21.0,22.0
1.0,22.0,0.60204082,0.41818182,0.47177419,0.4742268,0.55645161,0.52702703,0.51086957,0.50356295,0.9,0.48695652,83.0,234.0,103.0,22.0,99.0,122.0,104.0,141.0,81.0,223.0
2.0,22.0,0.50352609,0.5033557,0.47058824,0.47177419,0.42016807,0.49090909,0.57894737,0.42771084,0.35820896,0.48022599,104.0,203.0,55.0,18.0,50.0,102.0,777.0,127.0,145.0,99.0
2.0,21.0,0.47440273,0.3125,0.50376695,0.47177419,0.51136364,0.54501217,0.49097473,0.50090416,0.51724138,0.49818182,777.0,106.0,18.0,67.0,25.0,122.0,141.0,157.0,222.0,54.0
1.0,2.0,0.50209205,0.5,0.48863636,0.47177419,0.73333333,0.45229682,0.44047619,0.37864078,0.52912621,0.57142857,10.0,64.0,157.0,29.0,99.0,122.0,234.0,238.0,21.0,12.0
1.0,2.0,0.49926145,0.56832298,0.48322148,0.47177419,0.73333333,0.51498638,0.53125,0.45454545,0.52631579,0.42040816,67.0,154.0,13.0,18.0,43.0,777.0,876.0,166.0,221.0,350.0
2.0,23.0,0.52112676,0.50051493,0.52793296,0.47177419,0.45217391,0.3,0.49790795,0.50909091,0.46721311,0.49337748,54.0,48.0,236.0,67.0,53.0,154.0,79.0,517.0,15.0,99.0
2.0,23.0,0.52122642,0.47177419,0.52,0.49090909,0.48736462,0.49186992,0.525,0.5223301,0.53289474,0.49902913,24.0,131.0,39.0,498.0,43.0,122.0,64.0,517.0,22.0,89.0
2.0,22.0,0.6,0.44635193,0.49552239,0.47177419,0.4937276,0.5,0.38709677,0.47777778,0.64285714,0.45,67.0,131.0,126.0,18.0,235.0,223.0,203.0,157.0,221.0,497.0
2.0,4.0,0.46961326,0.4469697,0.46586345,0.47177419,0.50496689,0.6,0.5075,0.46153846,0.16666667,0.49794239,875.0,11.0,200.0,29.0,12.0,6.0,48.0,238.0,360.0,235.0
2.0,3.0,0.45454545,0.58823529,0.45454545,0.47177419,0.50434783,1.0,0.51321138,0.49828179,0.5754386,0.53663004,516.0,17.0,517.0,18.0,45.0,10.0,154.0,27.0,202.0,99.0
1.0,2.0,0.47019868,0.49788584,0.51008969,0.47177419,0.50503919,0.51265823,0.50092535,0.484375,0.45263158,0.50749064,122.0,254.0,7.0,18.0,43.0,86.0,875.0,99.0,110.0,101.0
1.0,2.0,0.54166667,0.50071736,0.34375,0.47177419,0.49868766,0.48964803,0.48571429,0.50688976,0.42253521,0.45995423,420.0,234.0,84.0,18.0,147.0,39.0,200.0,238.0,81.0,69.0
2.0,0.0,0.50431034,0.48591549,0.49885584,0.47177419,0.46846847,0.48874598,0.49615385,0.50720461,0.51428571,0.49484536,114.0,163.0,86.0,29.0,350.0,24.0,200.0,105.0,221.0,267.0
2.0,0.0,0.51010101,0.49499666,0.52,0.47177419,0.45588235,0.6875,0.47311828,0.49368542,0.48913043,0.5379538,86.0,421.0,39.0,18.0,235.0,164.0,876.0,711.0,236.0,21.0
1.0,3.0,0.49044586,0.33333333,0.48659626,0.47177419,0.49919743,0.53002611,0.46327684,0.625,0.44787645,0.47619048,86.0,154.0,39.0,67.0,497.0,350.0,62.0,157.0,101.0,10.0
1.0,3.0,0.40449438,0.52895753,0.50426687,0.47177419,0.48387097,0.48828125,0.49658703,0.50642674,0.57211538,0.49871134,86.0,17.0,236.0,29.0,147.0,122.0,104.0,103.0,221.0,161.0
1.0,0.0,0.54225352,0.45945946,0.47716895,0.47177419,0.47305389,0.57142857,0.49791232,0.49448124,0.53846154,0.4738292,6.0,33.0,63.0,29.0,25.0,11.0,234.0,134.0,221.0,57.0
2.0,0.0,0.51428571,0.53846154,0.47476341,0.47177419,0.49202454,0.52252252,0.50078003,0.4965035,0.46341463,0.43478261,54.0,79.0,103.0,18.0,74.0,17.0,200.0,45.0,81.0,25.0
2.0,23.0,0.3875,0.4947644,0.45454545,0.47177419,0.51604938,0.53888131,0.47153025,0.75,0.52477064,0.50259965,57.0,154.0,234.0,18.0,117.0,122.0,80.0,268.0,222.0,12.0
2.0,22.0,0.50840336,0.48626374,0.47575758,0.47177419,0.52224371,0.4719764,0.53932584,0.43213296,0.48852459,0.48275862,50.0,777.0,141.0,18.0,111.0,420.0,11.0,876.0,145.0,267.0
2.0,22.0,0.22222222,0.49136276,0.48883929,0.47177419,0.51401869,0.8,0.49,0.37037037,0.48785425,0.48598131,777.0,234.0,157.0,360.0,117.0,875.0,245.0,238.0,22.0,101.0
2.0,1.0,0.44186047,0.49350649,0.43137255,0.47177419,0.55555556,0.49689441,0.5,0.51758794,0.48828125,0.50070126,48.0,64.0,517.0,360.0,89.0,17.0,154.0,91.0,15.0,21.0
1.0,0.0,0.50571792,0.44368601,0.49530516,0.47177419,0.48780488,0.7,0.49297972,0.42592593,0.48172757,0.51937984,57.0,876.0,711.0,67.0,117.0,98.0,200.0,134.0,51.0,63.0
2.0,2.0,0.53494282,0.49878345,0.5019305,0.49746193,0.47177419,0.51589242,0.3,0.4375,0.50583658,0.44736842,875.0,32.0,777.0,96.0,161.0,17.0,24.0,711.0,236.0,15.0
1.0,1.0,0.55172414,0.52631579,0.3908046,0.47177419,0.45454545,0.52380952,0.48806366,0.36,0.609375,0.48699764,777.0,421.0,122.0,236.0,63.0,67.0,203.0,7.0,81.0,101.0
2.0,0.0,0.47802198,0.48979592,0.52282769,0.47177419,0.51158107,0.5,0.51052632,0.51528384,0.49819495,0.41025641,107.0,245.0,3.0,81.0,517.0,114.0,62.0,99.0,221.0,235.0
1.0,0.0,0.47177419,0.53333333,0.5,0.56666667,0.5115304,0.48484848,0.47524752,0.51648352,0.51754386,0.57261411,17.0,141.0,238.0,236.0,50.0,83.0,154.0,51.0,18.0,412.0
1.0,23.0,0.46815287,0.47727273,0.45895522,0.47177419,0.51694915,0.49116608,0.49896266,0.45531915,0.6,0.46753247,126.0,234.0,55.0,67.0,99.0,420.0,21.0,157.0,76.0,235.0
2.0,0.0,0.4605598,0.52024922,0.55511811,0.47177419,0.49029982,0.33333333,0.49917081,0.50292398,0.50289017,0.47834646,14.0,120.0,101.0,18.0,53.0,516.0,23.0,157.0,360.0,64.0
1.0,23.0,0.68965517,0.47863248,0.5470852,0.47177419,0.49596123,0.54942529,0.51813472,0.45263158,0.47983015,0.37383178,92.0,77.0,101.0,67.0,267.0,122.0,64.0,157.0,21.0,99.0
2.0,0.0,0.47177419,0.45945946,0.46666667,0.46961326,0.49375,0.509375,0.52798054,0.57894737,0.44875346,0.45535714,86.0,131.0,157.0,202.0,25.0,133.0,245.0,31.0,236.0,235.0
1.0,0.0,0.47177419,0.49514563,0.42,0.42553191,0.4911032,0.56,0.50477707,0.34883721,0.45945946,0.46394231,67.0,141.0,157.0,21.0,1.0,777.0,154.0,4.0,202.0,235.0
1.0,23.0,0.47177419,0.38732394,0.39344262,0.48818898,0.42372881,0.54867257,0.48484848,0.44444444,0.66666667,0.48615917,17.0,104.0,777.0,145.0,875.0,114.0,91.0,101.0,119.0,235.0
1.0,0.0,0.51274788,0.49657064,0.47177419,0.5483871,0.51264368,0.5155642,0.45061728,0.48,0.46153846,0.5483871,114.0,76.0,157.0,145.0,117.0,164.0,234.0,112.0,236.0,50.0
1.0,23.0,0.47177419,0.31818182,0.55494505,0.61111111,0.4884058,0.56,0.53103448,0.51190476,0.43877551,0.49240122,17.0,234.0,157.0,18.0,3.0,86.0,11.0,777.0,236.0,101.0
1.0,23.0,0.625,0.51202749,0.45901639,0.47177419,0.5060241,0.48897059,0.48876404,0.375,0.63302752,0.51276102,24.0,131.0,80.0,67.0,350.0,58.0,78.0,517.0,81.0,25.0
1.0,0.0,0.47177419,0.42352941,0.48092369,0.5,0.40310078,0.50591716,0.55208333,0.515625,0.48863636,0.15277778,75.0,105.0,157.0,236.0,89.0,83.0,120.0,103.0,360.0,111.0
1.0,0.0,0.49635036,0.50482759,0.47738693,0.47177419,0.51592357,0.45454545,0.49807445,0.51630435,0.48511166,0.53333333,266.0,102.0,55.0,18.0,99.0,420.0,106.0,27.0,222.0,235.0
1.0,23.0,0.52252252,0.50659341,0.45263158,0.47177419,0.48844146,0.49714286,0.48101266,0.6,0.47263682,0.40853659,157.0,28.0,238.0,29.0,526.0,126.0,876.0,145.0,222.0,89.0
1.0,1.0,0.54330709,0.52380952,0.51369863,0.47177419,0.29166667,0.50619469,0.4691358,0.5,0.50102249,0.48777349,876.0,107.0,517.0,67.0,99.0,266.0,11.0,777.0,202.0,81.0
1.0,0.0,0.56521739,0.5,0.50698603,0.47177419,0.47265625,0.52877698,0.43820225,0.50828729,0.55555556,0.45454545,122.0,35.0,112.0,18.0,43.0,777.0,5.0,103.0,81.0,350.0
2.0,23.0,0.48529412,0.51440329,0.48841355,0.47177419,0.48571429,0.50705467,0.4375,0.5,0.50102249,0.5,126.0,50.0,90.0,29.0,350.0,777.0,154.0,103.0,202.0,99.0
2.0,0.0,0.52647059,0.60344828,0.49472097,0.47177419,0.42592593,0.33333333,0.47826087,0.66666667,0.48126801,0.47338936,54.0,56.0,69.0,67.0,235.0,875.0,7.0,64.0,22.0,21.0
2.0,23.0,0.65384615,0.51093951,0.57894737,0.47177419,0.48529412,0.52233429,0.47630332,0.50179211,0.3968254,0.47246022,777.0,131.0,157.0,18.0,16.0,887.0,29.0,126.0,202.0,21.0
2.0,0.0,0.50965251,0.60606061,0.48559671,0.47177419,0.50516717,0.44897959,0.50552486,0.55555556,0.50440252,0.47738693,777.0,64.0,112.0,67.0,267.0,36.0,19.0,711.0,119.0,99.0
2.0,0.0,0.49543568,0.47177419,0.51792829,0.49621212,0.53676471,0.5027027,0.51077313,0.50593824,0.49595142,0.47464503,76.0,75.0,777.0,145.0,350.0,17.0,203.0,105.0,15.0,235.0
2.0,23.0,0.52407615,0.54148472,0.48484848,0.47177419,0.49804433,0.4691358,0.49658936,0.4935806,0.59615385,0.5631068,41.0,59.0,80.0,15.0,555.0,777.0,1.0,90.0,236.0,350.0
1.0,22.0,0.51394422,0.53317536,0.52244898,0.47177419,0.34615385,0.50161812,0.42272727,0.63043478,0.48908297,0.49070248,17.0,80.0,7.0,18.0,555.0,58.0,202.0,34.0,21.0,99.0
1.0,23.0,0.5492228,0.50933333,0.49844237,0.47177419,0.49379653,0.60714286,0.51282051,0.51282051,0.35869565,0.50668648,122.0,56.0,99.0,67.0,35.0,17.0,131.0,7.0,429.0,89.0
2.0,23.0,0.46629213,0.50132861,0.51041667,0.47177419,0.49539595,0.5,0.50929368,0.4375,0.45925926,0.36363636,39.0,11.0,54.0,29.0,21.0,41.0,56.0,20.0,222.0,26.0
2.0,23.0,0.48148148,0.5625,0.51851852,0.47177419,0.50649351,0.4973545,0.51685393,0.49012776,0.45454545,0.7,84.0,104.0,99.0,29.0,350.0,876.0,35.0,711.0,360.0,26.0
1.0,6.0,0.4619469,0.34027778,0.55230126,0.47177419,0.73333333,0.57446809,0.47330961,0.5952381,0.5625,0.54491018,17.0,76.0,157.0,18.0,99.0,86.0,64.0,105.0,221.0,43.0
1.0,5.0,0.49865229,0.49677419,0.49464012,0.47177419,0.73333333,0.46153846,0.52941176,0.33333333,0.41509434,0.54237288,266.0,48.0,103.0,18.0,43.0,67.0,28.0,157.0,21.0,350.0
1.0,0.0,0.50592885,0.49685535,0.4556962,0.47177419,0.40983607,0.50953206,0.48453608,0.49610895,0.50684932,0.54907975,875.0,64.0,103.0,67.0,43.0,223.0,20.0,13.0,81.0,54.0
1.0,23.0,0.38636364,0.51376147,0.50219298,0.47177419,0.49350649,0.58536585,0.453125,0.52986513,0.52739726,0.46590909,106.0,64.0,90.0,202.0,21.0,240.0,131.0,39.0,81.0,101.0
1.0,23.0,0.4695122,0.51619433,0.53465347,0.47177419,0.51313485,0.5,0.47356828,0.5,0.51181102,0.47945205,80.0,5.0,39.0,29.0,235.0,82.0,104.0,517.0,22.0,555.0
1.0,0.0,0.49541284,0.52261307,0.48837209,0.47177419,0.51612903,0.50133333,0.51836735,0.51442308,0.5,0.45909091,113.0,876.0,145.0,221.0,350.0,223.0,120.0,555.0,51.0,22.0
1.0,23.0,0.51351351,0.5,0.55769231,0.47177419,0.4950495,0.525,0.48898678,0.58823529,0.53284672,0.49450549,164.0,104.0,20.0,202.0,111.0,122.0,154.0,360.0,131.0,99.0
1.0,23.0,0.53846154,0.50338983,0.5,0.47177419,0.49666667,0.50683371,0.48973607,0.47641509,0.51151631,0.54716981,122.0,104.0,54.0,29.0,25.0,126.0,19.0,517.0,360.0,89.0
2.0,0.0,0.53584906,0.56976744,0.47177419,0.47096774,0.48648649,0.54913295,0.47963801,0.42857143,0.5243129,0.46774194,67.0,91.0,45.0,21.0,350.0,86.0,48.0,711.0,51.0,235.0
2.0,23.0,0.48166667,0.49216301,0.47177419,0.46323529,0.50579151,0.5137931,0.45098039,0.49239033,0.36363636,0.42410714,42.0,245.0,45.0,236.0,21.0,27.0,131.0,105.0,222.0,350.0
1.0,23.0,0.51282051,0.52951096,0.50374065,0.47177419,0.49342105,0.54028436,0.4664311,0.49912127,0.49579832,0.60869565,24.0,62.0,777.0,67.0,99.0,126.0,78.0,42.0,202.0,25.0
1.0,0.0,0.55263158,0.48404255,0.52380952,0.47177419,0.37398374,0.48672566,0.48387097,0.49479167,0.56603774,0.5,107.0,876.0,157.0,29.0,161.0,150.0,203.0,518.0,21.0,22.0
2.0,23.0,0.42073171,0.48876404,0.47177419,0.52173913,0.43939394,0.3,0.56369427,0.5010661,0.4453125,0.5102818,114.0,64.0,45.0,67.0,80.0,106.0,107.0,4.0,222.0,89.0
1.0,23.0,0.48902821,0.50284784,0.47177419,0.56183746,0.48278623,0.4980695,0.47368421,0.37234043,0.51521298,0.47087379,67.0,154.0,45.0,145.0,235.0,5.0,234.0,103.0,236.0,555.0
1.0,23.0,0.4625,0.50293255,0.39622642,0.47177419,0.4973262,0.49095023,0.50835322,0.51612903,0.52277657,0.48397436,75.0,102.0,7.0,360.0,111.0,223.0,56.0,711.0,21.0,74.0
2.0,22.0,0.49125596,0.5,0.50485437,0.47177419,0.5,0.52667814,0.48357664,0.528125,0.49019608,0.48493976,17.0,64.0,55.0,67.0,25.0,875.0,121.0,517.0,360.0,80.0
2.0,1.0,0.50974659,0.2,0.47177419,0.53416149,0.7,0.51102204,0.4744186,0.50157978,0.47619048,0.48507463,62.0,104.0,45.0,145.0,412.0,122.0,131.0,105.0,99.0,21.0
2.0,0.0,0.51546392,0.47752809,0.47177419,0.5125,0.58333333,0.46896552,0.50174216,0.49704142,0.52941176,0.43269231,54.0,77.0,45.0,222.0,99.0,420.0,19.0,7.0,21.0,412.0
2.0,0.0,0.50568182,0.50608931,0.47177419,0.496875,0.5,0.6,0.51827243,0.42666667,0.52272727,0.5037037,107.0,11.0,45.0,18.0,35.0,875.0,56.0,5.0,523.0,44.0
2.0,23.0,0.41666667,0.48875256,0.47177419,0.5125523,0.5412844,0.49238579,0.49685535,0.5,0.58823529,0.50691244,114.0,29.0,45.0,360.0,888.0,75.0,777.0,103.0,81.0,63.0
1.0,23.0,0.49285714,0.47826087,0.46783626,0.47177419,0.53191489,0.45,0.46832579,0.51842105,0.50943396,0.45859873,92.0,103.0,76.0,236.0,101.0,67.0,62.0,711.0,221.0,111.0
2.0,22.0,0.46575342,0.54098361,0.4735376,0.47177419,0.49159664,0.48235294,0.47555556,0.47196262,0.47037037,0.35714286,106.0,56.0,143.0,67.0,32.0,92.0,131.0,91.0,221.0,268.0
2.0,1.0,0.51515152,0.55882353,0.47177419,0.52813067,0.49122807,0.4894027,0.48347107,0.49187935,0.34,0.49070632,122.0,120.0,45.0,145.0,267.0,39.0,11.0,3.0,51.0,103.0
2.0,0.0,0.49768875,0.45559846,0.7,0.47177419,0.5245098,0.5039557,0.45695364,0.54222222,0.48157248,0.49130435,420.0,163.0,101.0,67.0,267.0,48.0,78.0,39.0,81.0,40.0
2.0,23.0,0.39318885,0.45901639,0.51033058,0.47177419,0.50721154,0.51893939,0.4676259,0.47619048,0.53191489,0.55555556,157.0,32.0,3.0,29.0,16.0,51.0,11.0,4.0,360.0,89.0
1.0,23.0,0.48648649,0.47177419,0.46666667,0.48467153,0.48447205,0.48328691,0.46276596,0.51315789,0.45,0.5026738,104.0,11.0,101.0,51.0,117.0,236.0,14.0,711.0,81.0,12.0
